index,k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis,k__Fungi;p__Ascomycota;c__Dothideomycetes,k__Fungi;p__Ascomycota;c__Sordariomycetes,k__Fungi;p__Basidiomycota;c__Tremellomycetes,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes,k__Fungi;__;__,k__Fungi;p__Ascomycota;c__Leotiomycetes,k__Fungi;p__Ascomycota;c__Eurotiomycetes,k__Fungi;p__Basidiomycota;c__Agaricomycetes,k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis,k__Fungi;p__Zoopagomycota;c__Zoopagomycetes,k__Fungi;p__Ascomycota;c__Saccharomycetes,k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis,k__Fungi;p__Ascomycota;c__Pezizomycetes,k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis,k__Fungi;p__Ascomycota;__,k__Fungi;p__Basidiomycota;c__Basidiomycota_cls_Incertae_sedis,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis,k__Fungi;p__Ascomycota;c__Archaeorhizomycetes,k__Fungi;p__Basidiomycota;c__Malasseziomycetes,Unassigned;__;__,k__Fungi;p__Basidiomycota;c__Microbotryomycetes,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes,k__Fungi;p__Kickxellomycota;c__Kickxellomycota_cls_Incertae_sedis,k__Fungi;p__Ascomycota;c__Laboulbeniomycetes,k__Fungi;p__Olpidiomycota;c__Olpidiomycetes,k__Fungi;p__Kickxellomycota;c__GS19,k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis,k__Ichthyosporia;p__Ichthyosporia_phy_Incertae_sedis;c__Ichthyosporea,k__Fungi;p__Ascomycota;c__GS35,k__Fungi;p__Ascomycota;c__Geoglossomycetes,k__Fungi;p__Chytridiomycota;c__Cladochytriomycetes,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes,k__Fungi;p__Zoopagomycota;c__Zoopagomycota_cls_Incertae_sedis,k__Fungi;p__Basidiomycota;c__Pucciniomycetes,k__Fungi;p__Chytridiomycota;c__Spizellomycetes,k__Fungi;p__Monoblepharomycota;c__Monoblepharidomycetes,k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes,k__Fungi;p__Chytridiomycota;c__Chytridiomycetes,k__Fungi;p__Glomeromycota;c__Glomeromycetes,k__Fungi;p__Ascomycota;c__Lecanoromycetes,k__Fungi;p__Mucoromycota;c__Mucoromycotina_cls_Incertae_sedis,k__Fungi;p__Ascomycota;c__Sareomycetes,k__Fungi;p__Ascomycota;c__Orbiliomycetes,k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis,k__Fungi;p__Chytridiomycota;c__Lobulomycetes,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes,k__Fungi;p__Kickxellomycota;c__Ramicandelaberomycetes,k__Fungi;p__Chytridiomycota;__,k__Fungi;p__Glomeromycota;c__Paraglomeromycetes,k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes,k__Fungi;p__Kickxellomycota;c__Kickxellomycetes,k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes,k__Fungi;p__Monoblepharomycota;c__Hyaloraphidiomycetes,k__Fungi;p__Mucoromycota;c__Mucoromycetes,k__Fungi;p__Chytridiomycota;c__GS14,k__Fungi;p__Glomeromycota;c__Archaeosporomycetes,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes,k__Fungi;p__Blastocladiomycota;c__Physodermatomycetes,k__Fungi;p__Blastocladiomycota;c__Blastocladiomycota_cls_Incertae_sedis,k__Fungi;p__Basidiomycota;c__Spiculogloeomycetes,k__Fungi;p__Basidiomycota;c__Atractiellomycetes,k__Stramenopila;p__Ochrophyta;c__Bacillariophyceae,k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae,k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes,k__Fungi;p__Sanchytriomycota;c__Sanchytriomycetes,k__Metazoa;p__Chordata;c__Actinopterygii,k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes,k__Fungi;p__Mortierellomycota;c__Mortierellomycota_cls_Incertae_sedis,k__Fungi;p__Monoblepharomycota;__,k__Fungi;p__Basidiomycota;__,k__Fungi;p__Basidiobolomycota;c__Basidiobolomycota_cls_Incertae_sedis,k__Viridiplantae;__;__,k__Ichthyosporia;p__Ichthyosporia_phy_Incertae_sedis;c__Ichthyosporia_cls_Incertae_sedis,site_code,Year_est,Age,OS_location,Lat_long,Establishment,pH,EC,Cutting,Cattle,Sheep,Plough,pH_category,Age_category
Jemma_2,4310.0,483.0,1420.0,321.0,2628.0,541.0,331.0,56.0,87.0,205.0,108.0,1.0,33.0,73.0,83.0,55.0,1.0,20.0,15.0,31.0,0.0,131.0,9.0,14.0,2.0,4.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50;nan,2008,13,SU1194873670,"51.46188, -1.8294093",Natural_regen,7.96,104.2,No,Yes,No,No,Above_median,Below_median
Jemma_7,3507.0,917.0,2447.0,482.0,1693.0,685.0,265.0,110.0,181.0,144.0,93.0,8.0,19.0,9.0,23.0,107.0,4.0,154.0,0.0,4.0,0.0,16.0,21.0,22.0,34.0,8.0,3.0,9.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51;nan,2014,7,SU1641473039,"51.456096, -1.7651546",Green_hay_bush,7.95,106.1,No,No,Yes,Yes,Above_median,Below_median
Jemma_4,2997.0,227.0,1791.0,1034.0,2273.0,463.0,423.0,811.0,174.0,207.0,31.0,9.0,69.0,22.0,64.0,68.0,146.0,92.0,0.0,0.0,0.0,10.0,4.0,17.0,11.0,4.0,0.0,27.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52;nan,2015,6,SU1261971802,"51.44507, -1.8198169",Green_hay_bush,7.31,145.8,Yes,Yes,Yes,No,Below_median,Below_median
Jemma_5,2248.0,475.0,1177.0,712.0,2893.0,944.0,906.0,166.0,362.0,218.0,103.0,87.0,0.0,235.0,35.0,8.0,44.0,26.0,13.0,28.0,0.0,21.0,10.0,118.0,1.0,3.0,20.0,0.0,0.0,0.0,0.0,73.0,4.0,0.0,0.0,37.0,0.0,0.0,0.0,15.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53;nan,2015,6,SU1538172691,"51.452995, -1.7800368",seed_mix,8.2,77.7,Yes,No,Yes,No,Above_median,Below_median
Jemma_6,2799.0,450.0,999.0,650.0,1927.0,493.0,668.0,121.0,775.0,318.0,158.0,293.0,67.0,827.0,5.0,54.0,17.0,36.0,59.0,1.0,0.0,50.0,39.0,62.0,17.0,0.0,7.0,8.0,1.0,4.0,0.0,27.0,10.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54;nan,2013,8,SU1560872573,"51.451928, -1.7767752",seed_mix,8.54,66.9,Yes,No,Yes,No,Above_median,Below_median
Jemma_9,6243.0,262.0,614.0,138.0,1844.0,743.0,565.0,63.0,29.0,125.0,37.0,0.0,93.0,20.0,3.0,52.0,0.0,19.0,14.0,0.0,0.0,9.0,5.0,10.0,46.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55;nan,2015,6,SU1669072674,"51.452806, -1.7611995",seed_mix,8.22,104.9,Yes,No,Yes,No,Above_median,Below_median
HomeFarm_WoodlandTrust_Hampshire_good_1c,42.0,238.0,2476.0,2388.0,3080.0,47.0,1519.0,413.0,201.0,92.0,176.0,0.0,0.0,4.0,36.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,38.0,195.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56;nan,1994,27,SU6579941829,"51.171925, -1.0602025",seed_mix,6.62,28.4,No,Yes,No,No,Below_median,Above_median
Crux_easton_70b1,3855.0,493.0,1199.0,372.0,2816.0,614.0,720.0,179.0,89.0,185.0,25.0,12.0,59.0,41.0,12.0,21.0,0.0,1.0,36.0,0.0,0.0,4.0,4.0,64.0,0.0,112.0,0.0,0.0,0.0,29.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57;nan,2000,21,SU4192556251,"51.303843, -1.3999827",seed_mix,7.78,80.7,No,No,Yes,Yes,Below_median,Above_median
Crux_easton_70b2,2282.0,495.0,1595.0,371.0,2455.0,1541.0,1124.0,309.0,83.0,169.0,64.0,8.0,24.0,11.0,25.0,43.0,50.0,12.0,2.0,15.0,0.0,47.0,14.0,129.0,0.0,11.0,19.0,0.0,74.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58;nan,2002,19,SU4195056550,"51.306529, -1.399589",seed_mix,8.4,76.3,Yes,No,Yes,No,Above_median,Above_median
Martin_Down_arabel_reversion,2060.0,307.0,2290.0,199.0,3595.0,224.0,557.0,688.0,341.0,210.0,61.0,6.0,0.0,0.0,101.0,34.0,0.0,80.0,17.0,107.0,0.0,56.0,4.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59;nan,1957,64,SU0390520162,"50.980853, -1.9457471",Natural_regen,8.23,115.8,No,No,Yes,Yes,Above_median,Above_median
Parsonage_down_reversion,3815.0,685.0,2169.0,453.0,1959.0,140.0,265.0,375.0,204.0,71.0,236.0,4.0,50.0,35.0,155.0,40.0,10.0,76.0,18.0,2.0,0.0,112.0,14.0,26.0,22.0,0.0,0.0,10.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60;nan,1945,76,SU0610341686,"51.174381, -1.9140803",Natural_regen,8.12,89.8,No,Yes,No,Yes,Above_median,Above_median
TARGET_MartinDown,1330.0,545.0,2240.0,44.0,4012.0,220.0,401.0,974.0,553.0,145.0,10.0,0.0,0.0,0.0,246.0,8.0,0.0,64.0,28.0,29.0,0.0,73.0,23.0,3.0,11.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,old,>100,SU0558918665,"50.967378, -1.9217813",Natural_regen,8.05,104.9,No,No,Yes,No,Above_median,Above_median
TARGET_St_Catherines,1970.0,813.0,2251.0,669.0,1781.0,249.0,327.0,1018.0,275.0,15.0,27.0,0.0,0.0,0.0,131.0,0.0,0.0,184.0,25.0,529.0,0.0,270.0,1.0,0.0,372.0,0.0,0.0,11.0,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,62;nan,old,>100,SU4832527522,"51.045025, -1.3120365",Natural_regen,7.95,184.8,No,No,Yes,No,Above_median,Above_median
TARGET_ParsonageDown,4595.0,342.0,2079.0,118.0,1397.0,262.0,572.0,268.0,190.0,62.0,103.0,3.0,35.0,3.0,176.0,45.0,1.0,165.0,29.0,109.0,0.0,264.0,3.0,44.0,62.0,4.0,0.0,20.0,9.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63;nan,old,>100,SU0552141345,"51.17132, -1.9224106",Natural_regen,8.06,112.3,No,No,Yes,No,Above_median,Above_median
TARGET_KNEPP_A New_Barn_Field,589.0,742.0,3149.0,1674.0,1813.0,180.0,819.0,335.0,213.0,191.0,143.0,0.0,8.0,18.0,633.0,16.0,0.0,52.0,6.0,64.0,0.0,82.0,26.0,84.0,18.0,0.0,0.0,0.0,11.0,65.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64;nan,2006,15,TQ1420019600,"50.964513, -0.3751305",Natural_regen,6.72,48.7,No,Yes,No,nan,Below_median,Above_median
Knepp_Pond_field,419.0,212.0,1038.0,560.0,782.0,45.0,455.0,619.0,6082.0,4.0,4.0,0.0,3.0,24.0,73.0,50.0,3.0,26.0,26.0,75.0,0.0,382.0,44.0,16.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65;nan,2003,18,TQ1410019300,"50.961836, -0.3766479",Natural_regen,6.62,23.5,No,Yes,No,nan,Below_median,Above_median
Knepp_Benton_field,287.0,653.0,1929.0,542.0,3566.0,236.0,1080.0,299.0,321.0,173.0,112.0,7.0,0.0,50.0,325.0,35.0,10.0,131.0,20.0,237.0,0.0,656.0,43.0,67.0,33.0,0.0,4.0,0.0,2.0,41.0,0.0,107.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,66;nan,2005,16,TQ1450019800,"50.966251, -0.37079737",Natural_regen,6.52,27.6,No,Yes,No,nan,Below_median,Above_median
