index,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Actinobacteria;c__MB-A2-108,k__Bacteria;p__Actinobacteria;c__Actinobacteria,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6,k__Bacteria;p__Actinobacteria;c__Thermoleophilia,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,k__Bacteria;p__Acidobacteria;c__iii1-8,k__Bacteria;p__Chloroflexi;c__Ellin6529,k__Bacteria;p__Bacteroidetes;c__Cytophagia,k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria],k__Bacteria;p__Actinobacteria;__,k__Bacteria;p__Acidobacteria;c__PAUC37f,k__Bacteria;p__Chloroflexi;c__Thermomicrobia,k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria,k__Bacteria;p__;c__,k__Bacteria;__;__,k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,k__Bacteria;p__Nitrospirae;c__Nitrospira,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,k__Bacteria;p__Planctomycetes;c__Planctomycetia,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,k__Bacteria;p__Actinobacteria;c__Rubrobacteria,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,k__Bacteria;p__Acidobacteria;c__Sva0725,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,k__Bacteria;p__Acidobacteria;c__Solibacteres,k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,k__Bacteria;p__Chloroflexi;c__TK10,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria],k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Acidobacteria;c__BPC102,k__Bacteria;p__Acidobacteria;c__S035,k__Bacteria;p__Acidobacteria;c__DA052,k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5,k__Bacteria;p__Acidobacteria;c__RB25,k__Bacteria;p__Planctomycetes;c__,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,k__Bacteria;p__Chloroflexi;c__S085,k__Bacteria;p__WS3;c__PRR-12,k__Bacteria;p__Armatimonadetes;c__0319-6E2,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae],k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Chloroflexi;c__Chloroflexi,k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__Planctomycetes;c__OM190,k__Bacteria;p__Proteobacteria;__,k__Bacteria;p__Chloroflexi;c__C0119,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,k__Bacteria;p__Chloroflexi;c__TK17,k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Planctomycetes;c__C6,k__Bacteria;p__Acidobacteria;c__,k__Bacteria;p__Chloroflexi;c__,k__Bacteria;p__Planctomycetes;c__vadinHA49,k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Bacteroidetes;__,k__Bacteria;p__Armatimonadetes;c__Armatimonadia,k__Bacteria;p__Acidobacteria;c__Holophagae,k__Bacteria;p__Acidobacteria;c__EC1113,k__Bacteria;p__Chlorobi;c__SJA-28,k__Bacteria;p__Chloroflexi;c__P2-11E,k__Bacteria;p__Acidobacteria;__,k__Bacteria;p__Acidobacteria;c__TM1,k__Bacteria;p__Armatimonadetes;c__,k__Bacteria;p__WPS-2;c__,k__Bacteria;p__Actinobacteria;c__OPB41,k__Bacteria;p__Cyanobacteria;c__Chloroplast,k__Bacteria;p__Chlorobi;c__BSV26,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],k__Bacteria;p__BRC1;c__PRR-11,k__Bacteria;p__Chloroflexi;c__SHA-26,k__Bacteria;p__Verrucomicrobia;__,k__Bacteria;p__Chloroflexi;c__[Thermobacula],k__Bacteria;p__Spirochaetes;c__Spirochaetes,k__Bacteria;p__Firmicutes;__,k__Bacteria;p__TM7;c__SC3,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae,Year_est,Age,OS_location,Lat_long,Establishment,pH,EC,Cutting,Cattle,Sheep,Plough,Year_group,Age_group,Age_binary,pH_binary
StowellFarms_1_adj,91.0,2817.0,1839.0,297.0,5.0,1563.0,102.0,756.0,151.0,83.0,16.0,41.0,12.0,41.0,203.0,4.0,5.0,0.0,0.0,126.0,0.0,8.0,11.0,547.0,1.0,0.0,50.0,0.0,8.0,118.0,32.0,0.0,21.0,2.0,14.0,3.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2015,6,SU1362464180,51.376513;_-1.8056466,seed_mix,6.6,21.8,yes,yes,yes,yes,2011-2020,0-10,BelowMedian,BelowMedian
MannorFmAltonBarnes,385.0,324.0,1693.0,307.0,266.0,1527.0,937.0,1711.0,298.0,485.0,39.0,95.0,31.0,10.0,228.0,24.0,254.0,34.0,62.0,141.0,73.0,107.0,45.0,87.0,56.0,17.0,31.0,0.0,8.0,24.0,9.0,0.0,35.0,12.0,11.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,12.0,0.0,1.0,0.0,0.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,9,SU1211561331,51.35093;_-1.827423,seed_mix,8.07,21.6,yes,yes,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
HommingtonFarm,330.0,916.0,1626.0,335.0,121.0,1399.0,825.0,1940.0,362.0,449.0,45.0,68.0,66.0,60.0,210.0,25.0,45.0,49.0,135.0,57.0,47.0,67.0,19.0,91.0,59.0,0.0,17.0,15.0,0.0,16.0,0.0,0.0,13.0,23.0,10.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,SU1332825982,51.033048;_-1.811306,seed_mix,8.22,26.3,yes,yes,yes,yes,2011-2020,0-10,BelowMedian,AboveMedian
ThropeManor_1,299.0,2330.0,1128.0,208.0,159.0,1896.0,425.0,1343.0,149.0,161.0,37.0,249.0,18.0,139.0,246.0,12.0,48.0,11.0,60.0,50.0,38.0,50.0,5.0,58.0,22.0,0.0,123.0,0.0,0.0,48.0,53.0,0.0,3.0,7.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,17.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU0886123850,51.013962;_-1.8750607,seed_mix,7.54,78.1,yes,no,yes,no,2001-2010,11-20,AboveMedian,BelowMedian
ThropeManor_2,1237.0,1302.0,1680.0,218.0,123.0,1546.0,633.0,1443.0,139.0,311.0,55.0,96.0,25.0,103.0,259.0,20.0,43.0,13.0,28.0,8.0,22.0,48.0,6.0,39.0,18.0,0.0,11.0,4.0,0.0,4.0,5.0,7.0,15.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,23,SU0843924348,51.018447;_-1.8810649,seed_mix,7.73,28.8,yes,no,yes,yes,1981-2000,21-30,AboveMedian,BelowMedian
ThropeManor_3,449.0,884.0,1559.0,285.0,171.0,1606.0,936.0,1915.0,289.0,424.0,36.0,61.0,28.0,18.0,223.0,16.0,64.0,54.0,78.0,58.0,1.0,115.0,20.0,50.0,49.0,6.0,8.0,19.0,6.0,6.0,14.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU0901525189,51.026001;_-1.8728325,seed_mix,8.13,28.5,yes,no,yes,no,1981-2000,21-30,AboveMedian,AboveMedian
MannorFmBroadChalke,314.0,1044.0,1573.0,334.0,106.0,1513.0,1348.0,1220.0,267.0,435.0,67.0,129.0,51.0,95.0,271.0,34.0,94.0,8.0,101.0,54.0,54.0,118.0,6.0,31.0,31.0,18.0,22.0,18.0,12.0,21.0,10.0,0.0,20.0,15.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU0468023121,51.007455;_-1.9346701,Green_hay_bush,8.24,24.3,no,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
BigleyFm_1,888.0,1403.0,2494.0,455.0,76.0,1134.0,636.0,876.0,246.0,243.0,49.0,109.0,17.0,168.0,193.0,13.0,38.0,46.0,47.0,41.0,28.0,94.0,6.0,90.0,7.0,0.0,11.0,0.0,5.0,1.0,16.0,5.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,ST9798720966,50.988091;_-2.0300532,seed_mix,8.1,31.3,yes,yes,yes,yes,2011-2020,0-10,BelowMedian,AboveMedian
BigleyFm_2,1798.0,1417.0,1411.0,259.0,99.0,1134.0,804.0,1062.0,302.0,298.0,65.0,105.0,29.0,97.0,170.0,17.0,41.0,32.0,33.0,43.0,23.0,50.0,18.0,18.0,13.0,0.0,20.0,0.0,13.0,8.0,23.0,27.0,15.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,ST9796821801,50.9956;_-2.0303288,seed_mix,7.35,46.8,yes,yes,yes,yes,2011-2020,0-10,BelowMedian,BelowMedian
NorringtonMannorFm_1,428.0,702.0,1778.0,290.0,130.0,1696.0,1101.0,1339.0,317.0,533.0,65.0,116.0,29.0,127.0,266.0,34.0,53.0,49.0,66.0,51.0,42.0,125.0,24.0,11.0,16.0,0.0,12.0,24.0,18.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,12,ST9689721419,50.99216;_-2.0455866,seed_mix,7.83,33.5,no,no,yes,yes,2001-2010,11-20,BelowMedian,BelowMedian
NorringtonMannorFm_2,524.0,516.0,1859.0,397.0,97.0,1669.0,1192.0,1325.0,373.0,459.0,63.0,75.0,72.0,36.0,228.0,27.0,67.0,26.0,65.0,80.0,23.0,80.0,18.0,44.0,21.0,24.0,22.0,13.0,6.0,12.0,6.0,0.0,24.0,5.0,6.0,0.0,3.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,12,ST9699420390,50.982907;_-2.0441957,seed_mix,8.2,28.5,no,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
ManorFmBerwickStJohn_1,419.0,1946.0,1225.0,299.0,158.0,1918.0,594.0,1073.0,185.0,217.0,89.0,279.0,25.0,114.0,237.0,20.0,74.0,7.0,38.0,53.0,70.0,64.0,0.0,51.0,18.0,0.0,175.0,2.0,7.0,23.0,18.0,0.0,7.0,14.0,15.0,0.0,0.0,3.0,0.0,0.0,6.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,ST9468023123,51.007466;_-2.0772007,seed_mix,7.47,17.83,yes,yes,yes,no,2011-2020,0-10,BelowMedian,BelowMedian
ManorFmBerwickStJohn_3,246.0,1771.0,1740.0,344.0,115.0,1350.0,898.0,1310.0,227.0,403.0,76.0,152.0,49.0,138.0,259.0,23.0,35.0,16.0,44.0,23.0,12.0,67.0,10.0,39.0,7.0,0.0,17.0,4.0,9.0,20.0,44.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,3,ST9422022841,51.004926;_-2.0837525,seed_mix,8.36,23.0,yes,yes,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
Jemma_1,359.0,479.0,1809.0,339.0,186.0,1436.0,1206.0,1503.0,373.0,541.0,57.0,176.0,35.0,142.0,243.0,28.0,40.0,31.0,97.0,72.0,37.0,99.0,16.0,20.0,27.0,0.0,32.0,22.0,17.0,8.0,8.0,0.0,11.0,4.0,0.0,14.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU1405276456,51.486882;_-1.7990143,Green_hay_bush,8.31,33.5,yes,yes,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
Jemma_2,426.0,855.0,1865.0,521.0,130.0,1338.0,1051.0,1199.0,410.0,428.0,52.0,81.0,41.0,94.0,213.0,46.0,38.0,56.0,139.0,62.0,21.0,144.0,17.0,31.0,35.0,0.0,13.0,30.0,14.0,17.0,4.0,3.0,14.0,7.0,6.0,9.0,0.0,0.0,4.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,29.0,3.0,1.0,0.0,1.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,13,SU1194873670,51.46188;_-1.8294093,Natural_regen,7.96,104.2,no,yes,no,no,2001-2010,11-20,BelowMedian,AboveMedian
Jemma_7,439.0,925.0,1773.0,401.0,107.0,1234.0,921.0,1541.0,374.0,503.0,28.0,143.0,52.0,92.0,209.0,34.0,38.0,42.0,124.0,68.0,35.0,123.0,26.0,25.0,14.0,26.0,10.0,28.0,7.0,14.0,18.0,0.0,14.0,25.0,4.0,11.0,1.0,0.0,7.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,SU1641473039,51.456096;_-1.7651546,Green_hay_bush,7.95,106.1,no,no,yes,yes,2011-2020,0-10,BelowMedian,AboveMedian
Jemma_4,331.0,926.0,1747.0,337.0,187.0,1273.0,1085.0,1404.0,263.0,525.0,111.0,177.0,57.0,169.0,281.0,30.0,30.0,0.0,67.0,41.0,39.0,120.0,19.0,87.0,22.0,25.0,24.0,0.0,15.0,15.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,7.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1261971802,51.44507;_-1.8198169,Green_hay_bush,7.31,145.8,yes,yes,yes,no,2011-2020,0-10,BelowMedian,BelowMedian
Jemma_5,721.0,927.0,1490.0,454.0,88.0,1036.0,783.0,1568.0,426.0,503.0,17.0,160.0,74.0,17.0,232.0,26.0,39.0,60.0,194.0,113.0,67.0,100.0,10.0,46.0,55.0,12.0,10.0,26.0,10.0,19.0,1.0,24.0,7.0,31.0,26.0,10.0,0.0,0.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,0.0,3.0,0.0,3.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1538172691,51.452995;_-1.7800368,seed_mix,8.2,77.7,yes,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
Jemma_6,535.0,708.0,1451.0,429.0,94.0,1106.0,864.0,1752.0,410.0,501.0,34.0,85.0,81.0,100.0,245.0,48.0,34.0,59.0,219.0,148.0,63.0,129.0,24.0,61.0,82.0,0.0,5.0,15.0,12.0,12.0,0.0,0.0,3.0,21.0,10.0,4.0,4.0,0.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,37.0,3.0,17.0,8.0,2.0,2.0,3.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,SU1560872573,51.451928;_-1.7767752,seed_mix,8.54,66.9,yes,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
Jemma_9,392.0,1034.0,1982.0,432.0,109.0,1172.0,1154.0,1386.0,218.0,428.0,69.0,100.0,62.0,57.0,218.0,28.0,27.0,39.0,121.0,47.0,28.0,149.0,20.0,55.0,36.0,0.0,7.0,11.0,15.0,12.0,0.0,0.0,10.0,3.0,16.0,0.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1669072674,51.452806;_-1.7611995,seed_mix,8.22,104.9,yes,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
HomeFarm_WoodlandTrust_Hampshire_good_1c,581.0,564.0,1886.0,276.0,25.0,1748.0,291.0,1240.0,188.0,200.0,62.0,127.0,1.0,429.0,398.0,9.0,0.0,17.0,13.0,82.0,19.0,101.0,14.0,296.0,0.0,0.0,113.0,9.0,4.0,157.0,3.0,0.0,32.0,10.0,69.0,0.0,9.0,167.0,0.0,0.0,5.0,0.0,0.0,305.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,27,SU6579941829,51.171925;_-1.0602025,seed_mix,6.62,28.4,no,yes,no,no,1981-2000,21-30,AboveMedian,BelowMedian
Crux_easton_70b1,455.0,1163.0,1903.0,373.0,139.0,1208.0,564.0,1402.0,412.0,643.0,20.0,46.0,122.0,56.0,273.0,15.0,20.0,57.0,114.0,72.0,17.0,130.0,6.0,33.0,38.0,5.0,8.0,25.0,0.0,17.0,13.0,15.0,12.0,31.0,20.0,0.0,0.0,4.0,7.0,0.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU4192556251,51.303843;_-1.3999827,seed_mix,7.78,80.7,no,no,yes,yes,1981-2000,21-30,AboveMedian,BelowMedian
Crux_easton_70b2,474.0,867.0,1734.0,358.0,177.0,1184.0,854.0,1600.0,382.0,473.0,18.0,77.0,37.0,234.0,204.0,18.0,71.0,54.0,118.0,59.0,22.0,119.0,21.0,51.0,64.0,9.0,6.0,6.0,4.0,15.0,9.0,2.0,14.0,51.0,20.0,9.0,1.0,0.0,8.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,5.0,7.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2002,19,SU4195056550,51.306529;_-1.399589,seed_mix,8.4,76.3,yes,no,yes,no,2001-2010,11-20,AboveMedian,AboveMedian
Martin_Down_arabel_reversion,311.0,786.0,1993.0,317.0,131.0,1583.0,826.0,1294.0,224.0,312.0,53.0,103.0,89.0,681.0,109.0,16.0,54.0,10.0,46.0,38.0,41.0,114.0,27.0,96.0,20.0,44.0,7.0,4.0,8.0,13.0,0.0,0.0,18.0,49.0,0.0,12.0,1.0,0.0,0.0,0.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,64,SU0390520162,50.980853;_-1.9457471,Natural_regen,8.23,115.8,no,no,yes,yes,1940-60,61-70,AboveMedian,AboveMedian
Parsonage_down_reversion,538.0,589.0,2153.0,329.0,61.0,1138.0,798.0,1565.0,407.0,370.0,31.0,84.0,32.0,632.0,115.0,18.0,27.0,26.0,119.0,45.0,32.0,132.0,23.0,71.0,23.0,0.0,5.0,8.0,0.0,0.0,7.0,0.0,23.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945,76,SU0610341686,51.174381;_-1.9140803,Natural_regen,8.12,89.8,no,yes,no,yes,1940-60,71-100,AboveMedian,AboveMedian
