OTU ID	Whitelands_2018_19	Castle_Field_West_(W)	Toposcope_Field_-_1980s	Bradenham_post-1986_b	Lardon_Chase_The_Holies_motorcycle	Stonehenge_2000_2017a	Stonehenge_2003_2017b	Stonehenge_2009	Stonehenge_2007_2016	Stonehenge_2005	Stonehenge_2002_2017	Stonehenge_2010	Stonehenge_2011	Stonehenge_-_Luxenborough_BankB	Watlington_natural_reversion	St_Catherines_A3	HARLEY_FARMS_Chittern	HARLEY_FARMS_New1	HARLEY_FARMS_new2b	WINDMILL_farm	DRUIDS	Stratton_Wood	WESTMEAD_FARM	RSPB_orig_green	RSPB_churchil	RSPB_junction	RSPB_Mainline	Baltic_farm_1	Baltic_farm_2	WestEndFarm	HorntonHouseFarm_1_parallel	TownsendFarm_1	TownsendFarm_2	TownsendFarm_3_big	ChurchFarm	StowellFarms_1_adj	MannorFmAltonBarnes	HommingtonFarm	ThropeManor_1	ThropeManor_2	ThropeManor_3	MannorFmBroadChalke	BigleyFm_1	BigleyFm_2	NorringtonMannorFm_1	NorringtonMannorFm_2	ManorFmBerwickStJohn_1	ManorFmBerwickStJohn_3	Jemma_1	Jemma_2	Jemma_7	Jemma_4	Jemma_5	Jemma_6	Jemma_9	HomeFarm_WoodlandTrust_Hampshire_good_1c	Crux_easton_70b1	Crux_easton_70b2	Martin_Down_arabel_reversion	Parsonage_down_reversion	TARGET_MartinDown	TARGET_St_Catherines	TARGET_ParsonageDown	TARGET_KNEPP_A New_Barn_Field	Knepp_Pond_field	Knepp_Benton_field
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Neopyrenochaetaceae;g__Neopyrenochaeta	3.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	2.0	0.0	20.0	10.0	1.0	8.0	0.0	3.0	14.0	7.0	0.0	0.0	0.0	0.0	39.0	0.0	32.0	0.0	0.0	29.0	3.0	11.0	23.0	117.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	2.0	31.0	0.0	6.0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Hormiactis	20.0	21.0	0.0	0.0	0.0	6.0	24.0	10.0	68.0	34.0	8.0	28.0	49.0	20.0	0.0	0.0	21.0	37.0	3.0	3.0	8.0	4.0	25.0	17.0	27.0	13.0	32.0	0.0	5.0	23.0	26.0	17.0	0.0	14.0	18.0	0.0	30.0	0.0	0.0	9.0	8.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	24.0	27.0	0.0	0.0	4.0	18.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Xanthothecium	0.0	0.0	0.0	9.0	0.0	0.0	20.0	13.0	60.0	7.0	0.0	14.0	17.0	13.0	0.0	21.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Bombardiaceae;g__Ramophialophora	4.0	0.0	0.0	92.0	9.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	13.0	12.0	0.0	33.0	47.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	14.0	24.0	0.0	0.0	26.0	26.0	0.0	37.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellales_fam_Incertae_sedis;g__Mortierellales_gen_Incertae_sedis	152.0	29.0	51.0	11.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	14.0	0.0	2.0	54.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	4.0	0.0	20.0	0.0	36.0	6.0	29.0	18.0	29.0	0.0	28.0	0.0	32.0	3.0	18.0	0.0	7.0	91.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma	25.0	0.0	4.0	4.0	25.0	0.0	0.0	1.0	1.0	56.0	7.0	0.0	1.0	0.0	12.0	10.0	0.0	0.0	0.0	20.0	22.0	59.0	0.0	47.0	0.0	7.0	0.0	7.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	100.0	123.0	23.0	20.0	0.0	0.0	2.0	0.0	0.0	0.0	66.0	0.0	22.0	4.0	2.0	11.0	157.0	55.0	0.0	43.0	0.0	0.0	27.0	20.0	25.0	0.0	6.0	69.0	55.0	43.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium	0.0	2.0	0.0	10.0	38.0	0.0	5.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	15.0	11.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	124.0	2.0	14.0	73.0	16.0	16.0	354.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	48.0	123.0	0.0	26.0	0.0	1.0	3.0	6.0	0.0	13.0	0.0	2.0	2.0	5.0	5.0	657.0	68.0	15.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	11.0	17.0	25.0	17.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	26.0	4.0	90.0	3.0	37.0	13.0	0.0	89.0	79.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Mariannaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	79.0	40.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	196.0	0.0	0.0	12.0	19.0	1.0	2.0	0.0	406.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	16.0	0.0	0.0	0.0	10.0	75.0	7.0	16.0
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetales_fam_Incertae_sedis;g__Archaeorhizomycetales_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	23.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	15.0	4.0	17.0	20.0	102.0	0.0	33.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta	32.0	61.0	0.0	2.0	3.0	11.0	22.0	26.0	7.0	8.0	54.0	21.0	86.0	13.0	10.0	19.0	21.0	0.0	3.0	60.0	7.0	10.0	16.0	5.0	3.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	8.0	0.0	97.0	10.0	2.0	5.0	0.0	6.0	3.0	5.0	9.0	19.0	3.0	6.0	11.0	1.0	0.0	19.0	3.0	0.0	5.0	0.0	12.0	6.0	4.0	5.0	4.0	9.0	5.0	12.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella	23.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	2.0	3.0	3.0	22.0	15.0	8.0	0.0	6.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	4.0	7.0	4.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormiella	0.0	0.0	7.0	4.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	50.0	62.0	30.0	0.0	0.0	0.0	0.0	3.0	0.0	31.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	28.0	14.0	40.0	0.0	0.0	9.0	0.0	12.0	18.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	60.0	200.0	2.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Lecythophora	7.0	0.0	0.0	1.0	0.0	16.0	6.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	6.0	30.0	0.0	0.0	109.0	348.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	79.0	0.0	341.0	11.0	0.0	172.0	23.0	18.0	0.0	4.0	26.0	2.0	0.0	22.0	21.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	72.0	0.0	0.0	55.0	32.0	10.0	4.0	9.0	23.0	82.0	1.0
