index,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Actinobacteria;c__MB-A2-108,k__Bacteria;p__Actinobacteria;c__Actinobacteria,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6,k__Bacteria;p__Actinobacteria;c__Thermoleophilia,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,k__Bacteria;p__Acidobacteria;c__iii1-8,k__Bacteria;p__Chloroflexi;c__Ellin6529,k__Bacteria;p__Bacteroidetes;c__Cytophagia,k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria],k__Bacteria;p__Actinobacteria;__,k__Bacteria;p__Acidobacteria;c__PAUC37f,k__Bacteria;p__Chloroflexi;c__Thermomicrobia,k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria,k__Bacteria;p__;c__,k__Bacteria;__;__,k__Bacteria;p__Gemmatimonadetes;c__Gemm-1,k__Bacteria;p__Nitrospirae;c__Nitrospira,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria,k__Bacteria;p__Planctomycetes;c__Planctomycetia,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136,k__Bacteria;p__Actinobacteria;c__Rubrobacteria,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes,k__Bacteria;p__Acidobacteria;c__Sva0725,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5,k__Bacteria;p__Acidobacteria;c__Solibacteres,k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,k__Bacteria;p__Chloroflexi;c__TK10,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria],k__Bacteria;p__Bacteroidetes;c__[Saprospirae],k__Bacteria;p__Acidobacteria;c__BPC102,k__Bacteria;p__Acidobacteria;c__S035,k__Bacteria;p__Acidobacteria;c__DA052,k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5,k__Bacteria;p__Acidobacteria;c__RB25,k__Bacteria;p__Planctomycetes;c__,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota,k__Bacteria;p__Gemmatimonadetes;c__Gemm-5,k__Bacteria;p__Acidobacteria;c__Acidobacteriia,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,k__Bacteria;p__Chloroflexi;c__S085,k__Bacteria;p__WS3;c__PRR-12,k__Bacteria;p__Armatimonadetes;c__0319-6E2,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae],k__Bacteria;p__Chloroflexi;c__Anaerolineae,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria,k__Bacteria;p__Verrucomicrobia;c__Opitutae,k__Bacteria;p__Chloroflexi;c__Chloroflexi,k__Bacteria;p__Planctomycetes;c__Phycisphaerae,k__Bacteria;p__Planctomycetes;c__OM190,k__Bacteria;p__Proteobacteria;__,k__Bacteria;p__Chloroflexi;c__C0119,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Gemmatimonadetes;c__Gemm-2,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,k__Bacteria;p__Chloroflexi;c__TK17,k__Bacteria;p__Gemmatimonadetes;c__,k__Bacteria;p__Planctomycetes;c__C6,k__Bacteria;p__Acidobacteria;c__,k__Bacteria;p__Chloroflexi;c__,k__Bacteria;p__Planctomycetes;c__vadinHA49,k__Bacteria;p__Gemmatimonadetes;c__Gemm-3,k__Bacteria;p__Planctomycetes;c__Pla4,k__Bacteria;p__Planctomycetes;c__Pla3,k__Bacteria;p__Bacteroidetes;__,k__Bacteria;p__Cyanobacteria;c__Chloroplast,k__Bacteria;p__NC10;c__wb1-A12,k__Bacteria;p__Acidobacteria;__,k__Bacteria;p__Chlorobi;c__SJA-28,k__Bacteria;p__Armatimonadetes;c__Armatimonadia,k__Bacteria;p__Acidobacteria;c__Holophagae,k__Bacteria;p__Cyanobacteria;c__Nostocophycideae,k__Bacteria;p__TM7;c__SC3,k__Bacteria;p__Acidobacteria;c__EC1113,k__Bacteria;p__Proteobacteria;c__TA18,k__Bacteria;p__Chloroflexi;c__P2-11E,k__Bacteria;p__Acidobacteria;c__TM1,k__Bacteria;p__Armatimonadetes;c__,k__Bacteria;p__WPS-2;c__,k__Bacteria;p__Actinobacteria;c__OPB41,k__Bacteria;p__Firmicutes;__,k__Bacteria;p__OD1;c__,k__Bacteria;p__BRC1;c__PRR-11,k__Bacteria;p__Chlorobi;c__BSV26,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia],k__Bacteria;p__Chloroflexi;c__SHA-26,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes,k__Bacteria;p__Verrucomicrobia;__,k__Bacteria;p__NC10;c__12-24,k__Bacteria;p__Chloroflexi;__,k__Bacteria;p__Cyanobacteria;c__4C0d-2,k__Bacteria;p__Cyanobacteria;c__ML635J-21,k__Bacteria;p__GAL15;c__,k__Bacteria;p__Chloroflexi;c__[Thermobacula],k__Bacteria;p__Spirochaetes;c__Spirochaetes,k__Bacteria;p__TM6;c__SJA-4,k__Bacteria;p__GN04;c__5bav_B12,k__Bacteria;p__NKB19;__,k__Bacteria;p__Actinobacteria;c__Nitriliruptoria,k__Bacteria;p__Chlamydiae;c__Chlamydiia,k__Bacteria;p__Verrucomicrobia;c__,k__Bacteria;p__Planctomycetes;c__BD7-11,k__Bacteria;p__OD1;c__SM2F11,k__Bacteria;p__[Thermi];c__Deinococci,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22,k__Bacteria;p__WS2;c__SHA-109,k__Bacteria;p__OP11;c__OP11-4,k__Bacteria;p__Chlorobi;c__,k__Bacteria;p__Cyanobacteria;__,k__Bacteria;p__TM7;c__,k__Bacteria;p__Tenericutes;c__Mollicutes,k__Bacteria;p__Gemmatimonadetes;c__Gemm-4,k__Bacteria;p__NKB19;c__SHAB590,k__Bacteria;p__OP11;c__,k__Bacteria;p__WS4;c__,k__Bacteria;p__Fusobacteria;c__Fusobacteriia,k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes,k__Bacteria;p__NKB19;c__,k__Bacteria;p__Planctomycetes;__,k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae],k__Bacteria;p__Bacteroidetes;c__[Rhodothermi],k__Bacteria;p__Armatimonadetes;c__OPB50,k__Bacteria;p__GOUTA4;c__,k__Bacteria;p__Chlorobi;c__OPB56,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,k__Bacteria;p__AD3;c__,Year_est,Age,OS_location,Lat_long,Establishment,pH,EC,Cutting,Cattle,Sheep,Plough
NorringtonMannorFm_1,578.0,932.0,2425.0,397.0,177.0,2228.0,1443.0,1770.0,416.0,704.0,77.0,143.0,39.0,166.0,352.0,45.0,67.0,59.0,93.0,66.0,55.0,176.0,31.0,16.0,26.0,0.0,15.0,31.0,19.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,12,ST9689721419,50.99216; -2.0455866,seed_mix,7.83,33.5,0.0,0.0,1.0,1
NorringtonMannorFm_2,749.0,729.0,2726.0,582.0,143.0,2479.0,1727.0,1934.0,530.0,654.0,89.0,117.0,102.0,64.0,335.0,36.0,84.0,42.0,102.0,122.0,40.0,108.0,20.0,64.0,33.0,33.0,31.0,17.0,7.0,20.0,10.0,0.0,37.0,10.0,8.0,0.0,3.0,0.0,0.0,9.0,6.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,12,ST9699420390,50.982907; -2.0441957,seed_mix,8.2,28.5,0.0,0.0,1.0,0
ManorFmBerwickStJohn_1,566.0,2670.0,1676.0,405.0,214.0,2603.0,822.0,1468.0,262.0,301.0,117.0,360.0,34.0,145.0,331.0,31.0,104.0,11.0,55.0,71.0,95.0,87.0,0.0,65.0,27.0,0.0,234.0,2.0,10.0,34.0,24.0,0.0,9.0,22.0,21.0,0.0,0.0,4.0,0.0,0.0,6.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,ST9468023123,51.007466; -2.0772007,seed_mix,7.47,17.83,1.0,1.0,1.0,0
ManorFmBerwickStJohn_3,366.0,2462.0,2441.0,473.0,152.0,1893.0,1274.0,1844.0,315.0,534.0,99.0,221.0,71.0,188.0,355.0,31.0,46.0,23.0,60.0,29.0,12.0,111.0,21.0,56.0,8.0,0.0,23.0,5.0,17.0,28.0,62.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,3,ST9422022841,51.004926; -2.0837525,seed_mix,8.36,23.0,1.0,1.0,1.0,0
Jemma_1,522.0,735.0,2723.0,498.0,290.0,2150.0,1863.0,2205.0,552.0,824.0,87.0,260.0,55.0,224.0,376.0,40.0,68.0,46.0,146.0,104.0,61.0,151.0,21.0,37.0,39.0,0.0,40.0,42.0,24.0,9.0,16.0,0.0,16.0,9.0,0.0,21.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU1405276456,51.486882; -1.7990143,Green_hay/bush,8.31,33.5,1.0,1.0,1.0,0
Jemma_2,651.0,1354.0,3027.0,823.0,229.0,2117.0,1667.0,1911.0,637.0,671.0,69.0,129.0,70.0,154.0,337.0,73.0,65.0,95.0,220.0,93.0,36.0,206.0,26.0,48.0,56.0,0.0,26.0,39.0,16.0,37.0,7.0,4.0,22.0,8.0,8.0,16.0,0.0,0.0,7.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,45.0,6.0,2.0,0.0,3.0,8.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,13,SU1194873670,51.46188; -1.8294093,Natural_regen,7.96,104.2,0.0,1.0,0.0,0
Jemma_7,734.0,1671.0,3162.0,709.0,186.0,2159.0,1586.0,2669.0,613.0,912.0,57.0,263.0,90.0,168.0,368.0,50.0,59.0,79.0,213.0,125.0,63.0,217.0,44.0,41.0,19.0,41.0,20.0,41.0,12.0,37.0,26.0,0.0,27.0,41.0,19.0,16.0,2.0,0.0,15.0,14.0,7.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,SU1641473039,51.456096; -1.7651546,Green_hay/bush,7.95,106.1,0.0,0.0,1.0,1
Jemma_4,349.0,987.0,1844.0,356.0,196.0,1347.0,1144.0,1481.0,283.0,557.0,117.0,187.0,62.0,179.0,296.0,35.0,32.0,0.0,72.0,41.0,43.0,127.0,19.0,93.0,24.0,27.0,24.0,0.0,16.0,17.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,8.0,4.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1261971802,51.44507; -1.8198169,Green_hay/bush,7.31,145.8,1.0,1.0,1.0,0
Jemma_5,1420.0,1928.0,3068.0,977.0,186.0,2208.0,1589.0,3151.0,880.0,1036.0,36.0,309.0,169.0,38.0,432.0,54.0,83.0,133.0,378.0,237.0,140.0,241.0,20.0,102.0,115.0,19.0,17.0,53.0,23.0,33.0,5.0,35.0,15.0,74.0,52.0,24.0,0.0,0.0,15.0,18.0,9.0,0.0,0.0,0.0,2.0,0.0,74.0,4.0,0.0,0.0,4.0,0.0,7.0,11.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1538172691,51.452995; -1.7800368,seed_mix,8.2,77.7,1.0,0.0,1.0,0
Jemma_6,1040.0,1325.0,2753.0,791.0,189.0,2097.0,1578.0,3292.0,769.0,944.0,59.0,189.0,155.0,185.0,431.0,69.0,78.0,124.0,433.0,269.0,122.0,247.0,43.0,118.0,149.0,0.0,9.0,36.0,17.0,24.0,0.0,0.0,5.0,48.0,21.0,7.0,5.0,0.0,13.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,71.0,9.0,25.0,11.0,5.0,7.0,6.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,SU1560872573,51.451928; -1.7767752,seed_mix,8.54,66.9,1.0,0.0,1.0,0
Jemma_9,602.0,1553.0,2973.0,648.0,156.0,1769.0,1711.0,2096.0,311.0,622.0,97.0,144.0,92.0,93.0,309.0,39.0,38.0,56.0,185.0,70.0,41.0,222.0,27.0,88.0,53.0,0.0,15.0,21.0,19.0,12.0,0.0,0.0,17.0,4.0,19.0,0.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1669072674,51.452806; -1.7611995,seed_mix,8.22,104.9,1.0,0.0,1.0,0
HomeFarm_WoodlandTrust_Hampshire_good_1c,882.0,802.0,2743.0,422.0,35.0,2497.0,416.0,1781.0,281.0,289.0,91.0,185.0,2.0,622.0,572.0,18.0,0.0,20.0,21.0,116.0,26.0,159.0,25.0,401.0,0.0,0.0,169.0,12.0,13.0,227.0,7.0,0.0,52.0,11.0,96.0,0.0,11.0,263.0,0.0,0.0,7.0,0.0,0.0,446.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,27,SU6579941829,51.171925; -1.0602025,seed_mix,6.62,28.4,0.0,1.0,0.0,0
Crux_easton_70b1,1094.0,2769.0,4661.0,896.0,347.0,2915.0,1396.0,3408.0,967.0,1530.0,49.0,110.0,291.0,114.0,678.0,44.0,59.0,132.0,282.0,145.0,53.0,348.0,14.0,68.0,102.0,19.0,12.0,50.0,0.0,39.0,33.0,33.0,22.0,72.0,49.0,0.0,0.0,13.0,19.0,0.0,14.0,0.0,4.0,5.0,12.0,0.0,0.0,5.0,3.0,14.0,0.0,7.0,13.0,8.0,3.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU4192556251,51.303843; -1.3999827,seed_mix,7.78,80.7,0.0,0.0,1.0,1
Crux_easton_70b2,876.0,1584.0,3213.0,631.0,320.0,2141.0,1513.0,2897.0,721.0,841.0,40.0,147.0,88.0,399.0,368.0,35.0,130.0,102.0,195.0,125.0,41.0,234.0,37.0,106.0,111.0,17.0,12.0,10.0,8.0,25.0,17.0,5.0,20.0,80.0,40.0,14.0,4.0,0.0,19.0,8.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,8.0,9.0,8.0,4.0,3.0,10.0,12.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU4195056550,51.306529; -1.399589,seed_mix,8.4,76.3,1.0,0.0,1.0,0
Martin_Down_arabel_reversion,365.0,904.0,2264.0,365.0,151.0,1817.0,931.0,1497.0,259.0,355.0,59.0,121.0,96.0,778.0,126.0,17.0,65.0,11.0,50.0,44.0,46.0,128.0,28.0,115.0,23.0,50.0,10.0,4.0,9.0,15.0,0.0,0.0,22.0,56.0,0.0,14.0,1.0,0.0,0.0,0.0,5.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,64,SU0390520162,50.980853; -1.9457471,Natural_regen,8.23,115.8,0.0,0.0,1.0,1
Parsonage_down_reversion,747.0,772.0,2878.0,455.0,87.0,1532.0,1088.0,2040.0,516.0,490.0,42.0,119.0,45.0,825.0,155.0,21.0,40.0,40.0,145.0,55.0,46.0,172.0,28.0,98.0,29.0,0.0,8.0,11.0,0.0,0.0,9.0,0.0,27.0,14.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945,76,SU0610341686,51.174381; -1.9140803,Natural_regen,8.12,89.8,0.0,1.0,0.0,1
TARGET_MartinDown,471.0,629.0,2852.0,427.0,118.0,1442.0,612.0,1618.0,424.0,380.0,51.0,126.0,58.0,798.0,106.0,12.0,24.0,22.0,64.0,57.0,30.0,113.0,21.0,93.0,22.0,64.0,9.0,5.0,0.0,2.0,0.0,0.0,0.0,52.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old,>100,SU0558918665,50.967378; -1.9217813,Natural_regen,8.05,104.9,0.0,0.0,1.0,NA
