index,k__Bacteria;p__Proteobacteria,k__Bacteria;p__Firmicutes,k__Bacteria;p__Actinobacteria,k__Bacteria;p__Acidobacteria,k__Bacteria;p__Chloroflexi,k__Bacteria;p__Bacteroidetes,k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__,k__Bacteria;__,k__Bacteria;p__Gemmatimonadetes,k__Bacteria;p__Nitrospirae,k__Bacteria;p__Planctomycetes,k__Archaea;p__Crenarchaeota,k__Bacteria;p__WS3,k__Bacteria;p__Armatimonadetes,k__Bacteria;p__Fibrobacteres,k__Bacteria;p__Elusimicrobia,k__Bacteria;p__Chlorobi,k__Bacteria;p__WPS-2,k__Bacteria;p__Cyanobacteria,k__Bacteria;p__BRC1,k__Bacteria;p__Spirochaetes,k__Bacteria;p__TM7,Year_est,Age,OS_location,Lat_long,Establishment,pH,EC,Cutting,Cattle,Sheep,Plough,Year_group,Age_group,Age_binary,pH_binary
Stonehenge_2002_2017,2742.0,715.0,4268.0,867.0,292.0,68.0,31.0,124.0,71.0,73.0,124.0,87.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU1480043200,51.187837;_-1.7896132,Green_hay_bush,7.91,130.3,no,yes,yes,yes,2001-2010,11-20,AboveMedian,BelowMedian
Stonehenge_2010,3037.0,790.0,3227.0,1427.0,258.0,66.0,25.0,120.0,110.0,90.0,138.0,160.0,0.0,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU1070043000,51.186129;_-1.8482842,Green_hay_bush,7.69,202.0,no,yes,yes,yes,2001-2010,11-20,BelowMedian,BelowMedian
Stonehenge_2011,2867.0,561.0,3693.0,1246.0,315.0,50.0,16.0,145.0,138.0,107.0,136.0,172.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,10,SU1050043600,51.191528;_-1.8511284,Green_hay_bush,7.85,174.3,no,yes,yes,yes,2011-2020,0-10,BelowMedian,BelowMedian
Stonehenge_-_Luxenborough_BankB,3199.0,499.0,3182.0,1501.0,326.0,90.0,24.0,147.0,114.0,69.0,128.0,183.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU1290041900,51.176193;_-1.8168457,Green_hay_bush,7.78,186.6,yes,no,yes,yes,1981-2000,21-30,AboveMedian,BelowMedian
Watlington_natural_reversion,4415.0,446.0,2041.0,1249.0,181.0,65.0,40.0,152.0,131.0,67.0,257.0,420.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU7050293600,51.636798;_-0.98266944,Natural_regen,7.8,147.5,no,no,yes,no,1981-2000,21-30,AboveMedian,BelowMedian
St_Catherines_A3,3747.0,534.0,3014.0,1186.0,201.0,41.0,19.0,100.0,71.0,77.0,135.0,342.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,27,SU4812327449,51.044386;_-1.3149275,Green_hay_bush,7.63,222.0,yes,yes,yes,no,1981-2000,21-30,AboveMedian,BelowMedian
HARLEY_FARMS_Chittern,2929.0,725.0,3652.0,1216.0,309.0,48.0,19.0,88.0,103.0,89.0,135.0,153.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,ST9762044730,51.201778;_-2.0354461,seed_mix,7.77,197.9,yes,yes,no,yes,2011-2020,0-10,BelowMedian,BelowMedian
HARLEY_FARMS_New1,2458.0,1018.0,3778.0,1189.0,433.0,49.0,21.0,92.0,72.0,110.0,117.0,118.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020,1,ST9346829822,51.067692;_-2.0945983,seed_mix,7.84,144.1,no,yes,no,no,2011-2020,0-10,BelowMedian,BelowMedian
HARLEY_FARMS_new2b,2478.0,1207.0,3364.0,1179.0,374.0,50.0,194.0,57.0,85.0,175.0,151.0,131.0,4.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,1,ST9242629613,51.065799;_-2.1094648,seed_mix,7.09,102.5,yes,no,no,no,2011-2020,0-10,BelowMedian,BelowMedian
WINDMILL_farm,2790.0,1368.0,3013.0,1246.0,299.0,62.0,162.0,125.0,84.0,102.0,149.0,58.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,31,SU7176229761,51.06271;_-0.97732036,seed_mix,7.32,210.0,yes,yes,yes,yes,1981-2000,31-40,AboveMedian,BelowMedian
DRUIDS,2751.0,1249.0,3450.0,1049.0,319.0,39.0,121.0,93.0,73.0,97.0,121.0,103.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU2964250324,51.251319;_-1.5766624,seed_mix,7.14,176.3,yes,yes,yes,yes,2001-2010,11-20,AboveMedian,BelowMedian
Stratton_Wood,2888.0,511.0,4081.0,988.0,288.0,88.0,128.0,74.0,41.0,113.0,109.0,157.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,26,SU1647289260,51.601942;_-1.7635665,seed_mix,7.41,126.8,yes,no,no,yes,1981-2000,21-30,AboveMedian,BelowMedian
WESTMEAD_FARM,3214.0,454.0,3642.0,1150.0,296.0,88.0,154.0,103.0,71.0,82.0,99.0,110.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU6317525168,51.022422;_-1.1006408,seed_mix,7.75,159.0,yes,no,yes,no,1981-2000,21-30,AboveMedian,BelowMedian
RSPB_orig_green,3105.0,1012.0,3520.0,951.0,227.0,87.0,66.0,114.0,89.0,100.0,91.0,82.0,4.0,15.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,15,SU2135640329,51.161815;_-1.6959767,Green_hay_bush,7.99,138.1,no,yes,yes,no,2001-2010,11-20,AboveMedian,AboveMedian
RSPB_churchil,2793.0,837.0,3714.0,1222.0,309.0,55.0,55.0,79.0,68.0,80.0,149.0,79.0,20.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU2075340336,51.1619;_-1.7045994,Green_hay_bush,8.01,116.8,no,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
RSPB_junction,2706.0,1066.0,3443.0,1321.0,275.0,55.0,51.0,126.0,74.0,50.0,132.0,158.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,14,SU2267739280,51.152332;_-1.6771517,Green_hay_bush,8.41,24.6,no,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
RSPB_Mainline,2653.0,744.0,3797.0,1276.0,355.0,67.0,53.0,101.0,117.0,86.0,105.0,92.0,11.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,SU2250539212,51.151728;_-1.6796151,Green_hay_bush,8.48,23.4,no,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
Baltic_farm_1,3408.0,567.0,4140.0,585.0,186.0,83.0,286.0,50.0,31.0,21.0,66.0,39.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,16,SU0459767825,51.40943;_-1.9352946,Green_hay_bush,7.94,29.2,yes,yes,yes,no,2001-2010,11-20,AboveMedian,AboveMedian
Baltic_farm_2,3240.0,848.0,3508.0,985.0,179.0,134.0,153.0,76.0,62.0,40.0,127.0,82.0,0.0,25.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,23,SU0306867167,51.403524;_-1.9572835,Green_hay_bush,8.27,29.6,yes,yes,yes,no,1981-2000,21-30,AboveMedian,AboveMedian
WestEndFarm,3192.0,1237.0,3464.0,797.0,194.0,83.0,179.0,61.0,47.0,46.0,106.0,48.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,SU0297366901,51.401133;_-1.9586514,Green_hay_bush,8.44,24.1,yes,no,yes,yes,2011-2020,0-10,BelowMedian,AboveMedian
HorntonHouseFarm_1_parallel,2519.0,756.0,4560.0,859.0,326.0,72.0,39.0,82.0,54.0,70.0,69.0,52.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,SU0584565118,51.385079;_-1.917395,seed_mix,8.6,29.5,yes,yes,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
TownsendFarm_1,3241.0,639.0,3283.0,1346.0,150.0,78.0,150.0,131.0,90.0,30.0,163.0,144.0,0.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,SU0775065316,51.386837;_-1.8900159,seed_mix,8.2,36.6,yes,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
TownsendFarm_2,3172.0,773.0,3457.0,1030.0,267.0,119.0,128.0,114.0,77.0,59.0,86.0,177.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU0705164722,51.381505;_-1.9000725,seed_mix,8.45,21.2,yes,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
TownsendFarm_3_big,3013.0,729.0,3594.0,1259.0,198.0,78.0,107.0,107.0,69.0,32.0,158.0,112.0,1.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,SU0886965184,51.385634;_-1.8739384,Green_hay_bush,7.92,42.7,yes,no,yes,no,2011-2020,0-10,BelowMedian,BelowMedian
ChurchFarm,3171.0,748.0,3545.0,974.0,316.0,146.0,51.0,75.0,82.0,93.0,124.0,118.0,2.0,12.0,8.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2012,9,SU0979864321,51.377859;_-1.8606121,seed_mix,8.63,20.7,yes,yes,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
StowellFarms_1_adj,2378.0,2849.0,2610.0,696.0,103.0,26.0,49.0,0.0,126.0,55.0,8.0,552.0,0.0,0.0,4.0,7.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,2015,6,SU1362464180,51.376513;_-1.8056466,seed_mix,6.6,21.8,yes,yes,yes,yes,2011-2020,0-10,BelowMedian,BelowMedian
MannorFmAltonBarnes,2717.0,333.0,4234.0,1067.0,498.0,45.0,10.0,62.0,141.0,113.0,107.0,120.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,9,SU1211561331,51.35093;_-1.827423,seed_mix,8.07,21.6,yes,yes,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
HommingtonFarm,2702.0,916.0,4119.0,955.0,204.0,78.0,61.0,135.0,57.0,64.0,67.0,106.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,SU1332825982,51.033048;_-1.811306,seed_mix,8.22,26.3,yes,yes,yes,yes,2011-2020,0-10,BelowMedian,AboveMedian
ThropeManor_1,1795.0,2383.0,3805.0,557.0,352.0,32.0,153.0,60.0,50.0,161.0,50.0,58.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU0886123850,51.013962;_-1.8750607,seed_mix,7.54,78.1,yes,no,yes,no,2001-2010,11-20,AboveMedian,BelowMedian
ThropeManor_2,3287.0,1307.0,3682.0,724.0,182.0,32.0,103.0,28.0,8.0,33.0,48.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,23,SU0843924348,51.018447;_-1.8810649,seed_mix,7.73,28.8,yes,no,yes,yes,1981-2000,21-30,AboveMedian,BelowMedian
ThropeManor_3,2636.0,898.0,4345.0,1029.0,203.0,28.0,18.0,78.0,58.0,15.0,115.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU0901525189,51.026001;_-1.8728325,seed_mix,8.13,28.5,yes,no,yes,no,1981-2000,21-30,AboveMedian,AboveMedian
MannorFmBroadChalke,2496.0,1054.0,3563.0,1520.0,284.0,67.0,95.0,101.0,54.0,76.0,118.0,34.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU0468023121,51.007455;_-1.9346701,Green_hay_bush,8.24,24.3,no,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
BigleyFm_1,4129.0,1419.0,2522.0,721.0,165.0,22.0,168.0,47.0,41.0,46.0,94.0,94.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,ST9798720966,50.988091;_-2.0300532,seed_mix,8.1,31.3,yes,yes,yes,yes,2011-2020,0-10,BelowMedian,AboveMedian
BigleyFm_2,3802.0,1440.0,2763.0,926.0,198.0,56.0,97.0,33.0,43.0,43.0,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,ST9796821801,50.9956;_-2.0303288,seed_mix,7.35,46.8,yes,yes,yes,yes,2011-2020,0-10,BelowMedian,BelowMedian
NorringtonMannorFm_1,2862.0,708.0,3964.0,1260.0,209.0,29.0,127.0,66.0,51.0,54.0,125.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,12,ST9689721419,50.99216;_-2.0455866,seed_mix,7.83,33.5,no,no,yes,yes,2001-2010,11-20,BelowMedian,BelowMedian
NorringtonMannorFm_2,3179.0,522.0,3802.0,1327.0,209.0,78.0,36.0,65.0,80.0,47.0,80.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,12,ST9699420390,50.982907;_-2.0441957,seed_mix,8.2,28.5,no,no,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
ManorFmBerwickStJohn_1,2135.0,1964.0,3603.0,763.0,386.0,40.0,114.0,38.0,53.0,245.0,64.0,57.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,ST9468023123,51.007466;_-2.0772007,seed_mix,7.47,17.83,yes,yes,yes,no,2011-2020,0-10,BelowMedian,BelowMedian
ManorFmBerwickStJohn_3,2573.0,1815.0,3437.0,1033.0,217.0,52.0,138.0,44.0,23.0,29.0,67.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,3,ST9422022841,51.004926;_-2.0837525,seed_mix,8.36,23.0,yes,yes,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
Jemma_1,2911.0,487.0,3909.0,1362.0,270.0,35.0,142.0,97.0,72.0,69.0,99.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU1405276456,51.486882;_-1.7990143,Green_hay_bush,8.31,33.5,yes,yes,yes,no,2001-2010,11-20,BelowMedian,AboveMedian
Jemma_2,3278.0,859.0,3308.0,1226.0,190.0,50.0,101.0,139.0,62.0,38.0,144.0,45.0,0.0,29.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,13,SU1194873670,51.46188;_-1.8294093,Natural_regen,7.96,104.2,no,yes,no,no,2001-2010,11-20,BelowMedian,AboveMedian
Jemma_7,3029.0,943.0,3620.0,1075.0,237.0,56.0,94.0,124.0,68.0,47.0,123.0,49.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,7,SU1641473039,51.456096;_-1.7651546,Green_hay_bush,7.95,106.1,no,no,yes,yes,2011-2020,0-10,BelowMedian,AboveMedian
Jemma_4,2678.0,933.0,3695.0,1269.0,259.0,69.0,173.0,67.0,41.0,63.0,120.0,102.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1261971802,51.44507;_-1.8198169,Green_hay_bush,7.31,145.8,yes,yes,yes,no,2011-2020,0-10,BelowMedian,BelowMedian
Jemma_5,3155.0,928.0,3439.0,932.0,274.0,124.0,17.0,194.0,113.0,79.0,100.0,73.0,0.0,41.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1538172691,51.452995;_-1.7800368,seed_mix,8.2,77.7,yes,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
Jemma_6,2884.0,708.0,3698.0,1020.0,239.0,91.0,119.0,219.0,148.0,68.0,129.0,107.0,1.0,37.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,SU1560872573,51.451928;_-1.7767752,seed_mix,8.54,66.9,yes,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
Jemma_9,3063.0,1034.0,3313.0,1311.0,193.0,78.0,57.0,121.0,47.0,35.0,149.0,55.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,SU1669072674,51.452806;_-1.7611995,seed_mix,8.22,104.9,yes,no,yes,no,2011-2020,0-10,BelowMedian,AboveMedian
HomeFarm_WoodlandTrust_Hampshire_good_1c,2948.0,567.0,3611.0,1023.0,180.0,80.0,429.0,13.0,82.0,132.0,101.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,27,SU6579941829,51.171925;_-1.0602025,seed_mix,6.62,28.4,no,yes,no,no,1981-2000,21-30,AboveMedian,BelowMedian
Crux_easton_70b1,3200.0,1176.0,3670.0,677.0,133.0,161.0,62.0,114.0,72.0,27.0,130.0,46.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU4192556251,51.303843;_-1.3999827,seed_mix,7.78,80.7,no,no,yes,yes,1981-2000,21-30,AboveMedian,BelowMedian
Crux_easton_70b2,3006.0,876.0,3647.0,980.0,255.0,65.0,243.0,118.0,59.0,28.0,119.0,67.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2002,19,SU4195056550,51.306529;_-1.399589,seed_mix,8.4,76.3,yes,no,yes,no,2001-2010,11-20,AboveMedian,AboveMedian
Martin_Down_arabel_reversion,2855.0,786.0,3473.0,982.0,222.0,89.0,681.0,46.0,38.0,48.0,114.0,105.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,64,SU0390520162,50.980853;_-1.9457471,Natural_regen,8.23,115.8,no,no,yes,yes,1940-60,61-70,AboveMedian,AboveMedian
Parsonage_down_reversion,3453.0,596.0,3249.0,877.0,180.0,46.0,632.0,119.0,45.0,37.0,132.0,77.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945,76,SU0610341686,51.174381;_-1.9140803,Natural_regen,8.12,89.8,no,yes,no,yes,1940-60,71-100,AboveMedian,AboveMedian
TARGET_MartinDown,3685.0,555.0,3309.0,670.0,172.0,50.0,702.0,56.0,49.0,34.0,103.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old,>100,SU0558918665,50.967378;_-1.9217813,Natural_regen,8.05,104.9,no,no,yes,unknown,,100+,AboveMedian,AboveMedian
TARGET_St_Catherines,4231.0,490.0,3043.0,680.0,165.0,48.0,381.0,22.0,19.0,26.0,60.0,306.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old,>100,SU4832527522,51.045025;_-1.3120365,Natural_regen,7.95,184.8,no,no,yes,unknown,,100+,AboveMedian,AboveMedian
TARGET_ParsonageDown,3450.0,1233.0,2679.0,773.0,148.0,70.0,715.0,74.0,48.0,0.0,113.0,153.0,5.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old,>100,SU0552141345,51.17132;_-1.9224106,Natural_regen,8.06,112.3,no,no,yes,unknown,,100+,AboveMedian,AboveMedian
TARGET_KNEPP_A_New_Barn_Field,2658.0,1147.0,3241.0,762.0,328.0,20.0,587.0,62.0,95.0,167.0,204.0,160.0,0.0,33.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,15,TQ1420019600,50.964513;_-0.3751305,Natural_regen,6.72,48.7,no,yes,no,unknown,2001-2010,11-20,AboveMedian,BelowMedian
Knepp_Pond_field,2316.0,2008.0,2490.0,768.0,119.0,22.0,1013.0,10.0,32.0,25.0,57.0,611.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,18,TQ1410019300,50.961836;_-0.3766479,Natural_regen,6.62,23.5,no,yes,no,unknown,2001-2010,11-20,AboveMedian,BelowMedian
Knepp_Benton_field,2266.0,1123.0,2938.0,773.0,443.0,26.0,907.0,54.0,114.0,132.0,198.0,435.0,18.0,28.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2005,16,TQ1450019800,50.966251;_-0.37079737,Natural_regen,6.52,27.6,no,yes,no,unknown,2001-2010,11-20,AboveMedian,BelowMedian
